ds,yhat
2017-01-27,279.417976064181
2017-01-28,262.271476115567
2017-01-29,270.3291621666632
2017-01-30,270.9375940073339
2017-02-02,254.05107131870466
2017-02-03,261.68605978060606
2017-02-04,237.9780459487068
2017-02-05,239.63289575532764
2017-02-06,234.1489038978898
2017-02-09,202.3061074305757
2017-02-10,206.5045313253956
2017-02-11,180.3215390956168
2017-02-13,174.7492860650938
2017-02-16,148.9265010772869
2017-02-17,157.42749334675034
2017-02-18,136.61897678652025
2017-02-19,143.21048598891227
2017-02-20,144.66041883924316
2017-02-21,174.90133243579322
2017-02-23,144.5620950552056
2017-02-24,162.44179903173261
2017-02-25,151.12668653782382
2017-02-26,167.14580917624443
2017-02-28,216.77678529909159
2017-03-02,202.0243961655695
2017-03-03,226.43317740742395
2017-03-04,220.6329122075332
2017-03-05,241.04934883634627
2017-03-06,254.8799960367067
2017-03-07,295.82499953913475
2017-03-08,283.93745957368617
2017-03-09,281.10557607820914
2017-03-10,303.6189172106848
2017-03-11,294.7022670872593
2017-03-12,310.85174804112347
2017-03-13,319.35725155886655
2017-03-14,354.03100202447547
2017-03-16,324.4607676643174
2017-03-17,338.69087981439804
2017-03-18,321.1306372467916
2017-03-19,328.4398512620247
2017-03-20,328.07175249626414
2017-03-21,353.9979741780189
2017-03-23,307.9086458885987
2017-03-24,314.63693000386877
2017-03-25,290.23509150443283
2017-03-26,291.4574396239225
2017-03-27,285.8322920213165
2017-03-28,307.38591278601956
2017-03-29,276.4861551442971
2017-03-30,255.3183483157321
2017-03-31,260.44586406785163
2017-04-01,235.3389426602709
2017-04-02,236.70657815210922
2017-04-03,232.0155804431951
2017-04-04,255.21669792753238
2017-04-06,208.22703917940098
2017-04-07,216.58699835876536
2017-04-08,195.0355839871816
2017-04-09,200.17613040164787
2017-04-10,199.3721132468733
2017-04-11,226.47583430324033
2017-04-12,201.67685651124125
2017-04-13,186.98260135495096
2017-04-14,198.7834221616544
2017-04-15,180.38561950293476
2017-04-16,188.34709656548839
2017-04-17,189.99968370888388
2017-04-20,182.6840985584827
2017-04-21,195.43940533765127
2017-04-22,177.67095634739545
2017-04-23,185.97709090754444
2017-04-24,187.7373022581033
2017-04-25,216.83909222998398
2017-04-26,193.52408467266577
2017-04-27,179.86589320735197
2017-04-28,192.33213115895947
2017-04-29,174.31422272013816
2017-04-30,182.45963009623873
2017-05-01,184.19081631066913
2017-05-02,213.43076389910325
2017-05-03,190.44803111311745
2017-05-04,177.3338667868815
2017-05-05,190.56380634885335
2017-05-06,173.52732088750278
2017-05-07,182.86031666371474
2017-05-08,185.9646048619794
2017-05-09,216.73423256142215
2017-05-11,184.0158977670262
2017-05-12,199.00609148568006
2017-05-13,183.71222937958714
2017-05-14,194.71956691090912
2017-05-15,199.3797265818008
2017-05-16,231.53868087783545
2017-05-18,200.9269284923414
2017-05-19,216.56224095755437
2017-05-20,201.605005688622
2017-05-21,212.62332955443182
2017-05-22,216.96051404399427
2017-05-23,248.46331807999988
2017-05-25,215.58812930726447
2017-05-26,229.66185956374085
2017-05-27,212.89992804975708
2017-05-28,221.91136517772665
2017-05-29,224.0856472437448
2017-05-30,253.3196033719662
2017-06-01,215.79980561754618
2017-06-02,227.60397457343177
2017-06-03,208.67589502550425
2017-06-04,215.6716968879142
2017-06-05,216.02309544943938
2017-06-06,243.66315345603687
2017-06-08,203.75192992618844
2017-06-09,214.79355577615098
2017-06-10,195.4011642239263
2017-06-11,202.22745886950793
2017-06-12,202.69259265524022
2017-06-13,230.7104434448602
2017-06-15,192.2367556902987
2017-06-16,204.26926046299323
2017-06-17,185.99641557860286
2017-06-18,194.02820964906059
2017-06-19,195.74120403079112
2017-06-20,225.00620371320045
2017-06-21,202.0356342384718
2017-06-22,188.86306924824845
2017-06-24,184.5041119082095
2017-06-25,193.24147915763078
2017-06-26,195.48058109171254
2017-06-27,225.08411619718362
2017-06-29,189.05985091054248
2017-06-30,201.90466307321563
2017-07-01,184.1543409222868
2017-07-02,192.4226664527443
2017-07-03,194.10167534111872
2017-07-05,199.6325621715036
2017-07-06,185.81209971949085
2017-07-07,198.098237960388
2017-07-08,179.88432905523743
2017-07-09,187.8188344866159
2017-07-10,189.32470005527637
2017-07-11,218.32528510736088
2017-07-12,195.08979256640984
2017-07-13,181.7107067126526
2017-07-14,194.6656495786619
2017-07-15,177.3472191443077
2017-07-16,186.39560108864612
2017-07-17,189.21807143681855
2017-07-18,219.7152817864582
2017-07-20,186.48855126535153
2017-07-21,201.2717990888516
2017-07-22,185.8148252389744
2017-07-23,196.71216034317183
2017-07-24,201.3243037395719
2017-07-25,233.5053476645255
2017-07-26,213.4503217884709
2017-07-27,203.17470825832063
2017-07-28,219.07847654162367
2017-07-29,204.47813676874225
2017-07-30,215.9415378584468
2017-07-31,220.8094632790243
2017-08-01,252.9238545429294
2017-08-03,221.48391944283273
2017-08-04,236.36091627791174
2017-08-05,220.44275423705608
2017-08-06,230.32423845513185
2017-08-07,233.37964269203334
2017-08-10,227.64609508395844
2017-08-11,240.21959456884375
2017-08-12,221.9969549381262
2017-08-13,229.62276715017785
2017-08-14,230.5193513468069
2017-08-15,258.6128551855601
2017-08-16,234.1788011439383
2017-08-17,219.3195845658787
2017-08-18,230.5263293533399
2017-08-19,211.2086618630634
2017-08-20,218.02719357277465
2017-08-21,218.41283014857473
2017-08-22,246.29280039372753
2017-08-23,221.93634436820338
2017-08-24,207.43255520526583
2017-08-25,219.25276838000713
2017-08-26,200.7810404005161
2017-08-27,208.64748406896683
2017-08-28,210.24855046361833
2017-08-29,239.47412045481897
2017-08-31,203.53846470395123
2017-09-01,216.8586579941106
2017-09-02,199.86127679299022
2017-09-03,209.1413551111831
2017-09-04,212.06376224774223
2017-09-05,242.49106840547915
2017-09-07,208.51575946132365
2017-09-08,222.56606894759332
2017-09-09,206.1225918013403
2017-09-10,215.78031874684862
2017-09-11,218.9094769264593
2017-09-12,249.38298166556766
2017-09-13,227.4233093518509
2017-09-14,215.0812573646419
2017-09-15,228.7989649856607
2017-09-16,211.94072665876826
2017-09-17,221.12636354327296
2017-09-18,223.75125157297413
2017-09-19,253.71288574825365
2017-09-20,231.25691214199918
2017-09-21,218.4551203681023
2017-09-22,231.76779442717105
2017-09-23,214.57397370469687
2017-09-24,223.50440627429847
2017-09-25,225.96130424808453
2017-09-26,255.84478742044945
2017-09-28,220.69002560834917
2017-09-29,234.1690809116646
2017-09-30,217.20270742887058
2017-10-01,226.40654480270382
2017-10-02,229.16568282640776
2017-10-03,259.36181822448157
2017-10-04,237.22007104870661
2017-10-05,224.78792250992524
2017-10-06,238.49863604126793
2017-10-07,221.70267332422003
2017-10-08,231.00184483275316
2017-10-09,233.7702609511952
2017-10-10,263.88192662399837
2017-10-12,228.84526248369116
2017-10-13,242.18086582650432
2017-10-14,224.9223498334075
2017-10-15,233.68219081268336
2017-10-16,235.8482453394436
2017-10-17,265.31084890934505
2017-10-19,228.91054627466997
2017-10-20,241.5714176558409
2017-10-21,223.66966730041173
2017-10-22,231.83686645543798
2017-10-23,233.47829017467726
2017-10-24,262.49933211077416
2017-10-26,225.51000950320994
2017-10-27,238.03680668960192
2017-10-28,220.11018601693206
2017-10-29,228.3581707846274
2017-10-30,230.1783332883511
2017-10-31,259.4644157741321
2017-11-01,236.4526137925335
2017-11-02,223.20000696230093
2017-11-03,236.14752150724334
2017-11-04,218.650957371437
2017-11-05,227.31483822286032
2017-11-06,229.51316607357046
2017-11-07,259.11693541778527
2017-11-08,236.34130597038956
2017-11-09,223.22488781563868
2017-11-10,236.19349263126463
2017-11-11,218.59185463241505
2017-11-12,227.01805291424424
2017-11-13,228.84469376562112
2017-11-14,257.94668900115755
2017-11-15,234.5485155639162
2017-11-16,220.7034019568618
2017-11-17,232.85679289757206
2017-11-18,214.37759974512906
2017-11-19,221.8919784838748
2017-11-20,222.80370994276333
2017-11-21,251.02104003128824
2017-11-22,226.8028920269835
2017-11-23,212.23692756545307
2017-11-24,223.80184222660867
2017-11-25,204.89744015702092
2017-11-26,212.17726766472705
2017-11-27,213.06791870013308
2017-11-28,241.49490710594196
2017-11-29,217.72805243549922
2017-11-30,203.85888726367716
2017-12-01,216.3624985893449
2017-12-02,198.62736895731004
2017-12-03,207.28801209717008
2017-12-04,209.74452390691454
2017-12-05,239.88894420285553
2017-12-06,217.9513689946382
2017-12-07,205.97830660756068
2017-12-08,220.39566834895587
2017-12-09,204.53993061584023
2017-12-10,214.99222839976386
2017-12-11,219.0994609548512
2017-12-13,229.98271915145747
2017-12-14,218.94431119143476
2017-12-15,233.9763652414345
2017-12-16,218.38656318051915
2017-12-17,228.73618871647164
2017-12-18,232.3621634169315
2017-12-19,263.1056868708611
2017-12-20,241.16034541405585
2017-12-21,228.55211355982797
2017-12-22,241.70357801811022
2017-12-23,223.96587078842458
2017-12-24,231.95303303856326
2017-12-25,233.06286591632593
2017-12-26,261.2041096098489
2017-12-27,236.64284879673457
2017-12-28,221.4806102619437
2017-12-29,232.2165311311284
2017-12-30,212.27713845956535
2017-12-31,218.3485204158056
2018-01-01,217.89500642519133
2018-01-02,244.88425982008727
2018-01-03,219.6317426264552
2018-01-04,204.2770772521972
2018-01-05,215.34473827627411
2018-01-06,196.27266395431883
2018-01-07,203.74360916682062
2018-01-08,205.20338994391062
2018-01-09,234.58594605195137
2018-01-10,212.1581935209875
2018-01-11,199.9971928675798
2018-01-12,214.5520556704355
2018-01-13,199.17415708999638
2018-01-14,210.45044291840523
2018-01-15,215.72393772611312
2018-01-16,248.82132757366418
2018-01-17,229.9005279740882
2018-01-18,220.9306949939518
2018-01-19,238.25702933970956
2018-01-20,225.13386514514696
2018-01-21,238.06075511252737
2018-01-22,244.30558264052598
2018-01-23,277.6345015484104
2018-01-24,258.1615463065823
2018-01-25,247.83030988595846
2018-01-26,262.9799870409319
2018-01-27,246.87923299377752
2018-01-28,256.0625189861438
2018-01-29,257.85299769753266
